1 0.018314 0.000000
1 0.073257 0.000000
1 0.146514 0.000000
1 0.201456 0.000000
1 0.274713 0.000000
1 0.347970 0.000000
1 0.402912 0.000000
1 0.476169 0.000000
1 0.549426 0.000000
1 0.604369 0.000000
1 0.677626 0.000000
1 0.750882 0.000000
1 0.805825 0.000000
1 0.879082 0.000000
1 0.934024 0.000000
1 1.007281 0.000000
1 1.080538 0.000000
1 1.135481 0.000000
1 1.208737 0.000000
1 1.281994 0.000000
1 1.336937 0.000000
1 1.410194 0.000000
1 1.483451 0.000000
1 1.538393 0.000000
1 1.611650 0.000000
4 0.018314 0.000000
4 0.073257 0.000000
4 0.146514 0.000000
4 0.201456 0.000000
4 0.274713 0.000000
4 0.347970 0.000000
4 0.402912 0.000000
4 0.476169 0.000000
4 0.549426 0.000000
4 0.604369 0.000000
4 0.677626 0.000000
4 0.750882 0.000000
4 0.805825 0.000000
4 0.879082 0.000000
4 0.934024 0.000000
4 1.007281 0.000000
4 1.080538 0.000000
4 1.135481 0.000000
4 1.208737 0.000000
4 1.281994 0.000000
4 1.336937 0.000000
4 1.410194 0.000000
4 1.483451 0.000000
4 1.538393 0.000000
4 1.611650 0.000000
16 0.018314 0.000000
16 0.073257 0.000000
16 0.146514 0.000000
16 0.201456 0.000000
16 0.274713 0.000000
16 0.347970 0.000000
16 0.402912 0.000000
16 0.476169 0.000000
16 0.549426 0.000000
16 0.604369 0.000000
16 0.677626 0.000000
16 0.750882 0.000000
16 0.805825 0.000000
16 0.879082 0.000000
16 0.934024 0.000000
16 1.007281 0.000000
16 1.080538 0.000000
16 1.135481 0.000000
16 1.208737 0.000000
16 1.281994 0.000000
16 1.336937 0.000000
16 1.410194 0.000000
16 1.483451 0.000000
16 1.538393 0.000000
16 1.611650 0.000000
64 0.018314 0.000000
64 0.073257 0.000000
64 0.146514 0.000000
64 0.201456 0.000000
64 0.274713 0.000000
64 0.347970 0.000000
64 0.402912 0.000000
64 0.476169 0.000000
64 0.549426 0.000000
64 0.604369 0.000000
64 0.677626 0.000000
64 0.750882 0.000000
64 0.805825 0.000000
64 0.879082 0.000000
64 0.934024 0.000000
64 1.007281 0.000000
64 1.080538 0.000000
64 1.135481 0.000000
64 1.208737 0.000000
64 1.281994 0.000000
64 1.336937 0.000000
64 1.410194 0.000000
64 1.483451 0.000000
64 1.538393 0.000000
64 1.611650 0.000000
