8 64870
8 10425
8 7970
8 9645
8 2151
6 6100
6 5016
6 5017
5 2388
5 983
5 3064
3 1902
3 1958
3 2981
2 1456
2 1388
2 6715
2 958
1 11916
1 2728
1 958
1 254788
1 958
