1205777897.149184 63.22.65.73 102.15.217.119 GETVIDEO MCEK9_4g_G4&start 254.212.20.0 
1205777898.059686 63.22.65.94 102.15.40.153 GETVIDEO OrER7Y5SZ3U&signature 254.212.17.169 
1205777899.657643 63.22.65.73 102.15.217.119 GETVIDEO MCEK9_4g_G4&start 254.212.20.0 
1205777903.322469 63.22.65.73 102.15.217.119 GETVIDEO MCEK9_4g_G4&start 254.212.20.0 
1205777905.176938 63.22.65.94 102.15.40.153 GETVIDEO 7JkFe_xajIc&signature 63.36.207.87 
1205777905.687661 63.22.65.73 102.15.217.119 GETVIDEO MCEK9_4g_G4&start 254.212.20.0 
1205777912.917967 63.22.65.73 102.15.170.79 GETVIDEO S0HUbGXGM6I&signature 254.212.25.202 
1205777915.251533 63.22.65.94 102.15.40.234 GETVIDEO bzkYCs6EAMA&start 63.22.67.108 
1205777921.085559 63.22.65.73 102.15.38.187 GETVIDEO rVettSNOSb8&origin 105.136.66.109 
1205777924.710595 63.22.65.94 102.15.40.234 GETVIDEO p4Ums7qSbFs&signature 254.212.19.195 
1205777928.731502 63.22.65.77 140.8.44.217 GETVIDEO BZoVsi_bP7s&origin 105.136.66.109 
1205777939.978192 63.22.65.77 102.15.118.160 GETVIDEO S_Va0ojp-Dk&origin 105.136.66.109 
1205777941.102574 63.22.65.73 35.139.132.156 GETVIDEO gLG3u-AqODY&signature 254.212.19.46 
1205777946.823545 63.22.65.94 102.15.146.63 GETVIDEO 2Rxfeq2_lG4&signature 63.36.206.40 
1205777947.007725 63.22.65.94 102.15.40.153 GETVIDEO 0LjpkGk5gyY&signature 63.22.67.109 
1205777951.122921 63.22.65.73 35.139.132.156 GETVIDEO 3XSVHAkqA1Y&signature 254.212.31.98 
1205777952.618274 63.22.65.94 102.15.107.222 GETVIDEO Xvd9JXEeu7E&signature 254.212.25.169 
1205777964.677430 63.22.65.73 140.8.40.81 GETVIDEO 4DC4Rb9quKk&origin 105.136.66.109 
1205777967.646828 63.22.65.77 102.15.179.87 GETVIDEO 95AEzyWZX8I&origin 105.136.66.109 
1205777968.560324 63.22.65.94 102.15.56.120 GETVIDEO dlGsM8M1MN8&signature 254.212.16.137 
1205777971.819811 63.22.65.73 102.15.38.187 GETVIDEO O-bOyCRP1v4&origin 105.136.66.109 
1205777984.411227 63.22.65.77 102.15.133.126 GETVIDEO Y6t5_A0nxwE&signature 254.212.21.116 
1205777985.288611 63.22.65.94 102.15.143.148 GETVIDEO 1P6Ex8b3fqA&signature 63.36.206.17 
1205777988.205041 63.22.65.77 102.15.118.160 GETVIDEO kUVnbJ2Rf5I&origin 105.136.66.109 
1205777988.541772 63.22.65.73 102.15.168.206 GETVIDEO uobJobehHtQ&signature 254.212.19.170 
1205777993.432908 63.22.65.77 205.181.63.143 GETVIDEO xiZHgkuwGjc&signature 254.212.19.50 
1205777993.611462 63.22.65.94 102.15.143.148 GETVIDEO ws9WVoIBKxA&signature 254.212.29.82 
1205777995.460904 63.22.65.77 140.8.174.48 GETVIDEO FOTAfGuLA-0&origin 105.136.66.109 
1205778006.245433 63.22.65.94 102.15.40.234 GETVIDEO tWsB2rbEwOE&signature 63.36.203.152 
1205778012.577331 63.22.65.77 35.139.31.8 GETVIDEO 0i38JRTyMik&origin 105.136.66.109 
1205778018.316038 63.22.65.73 205.181.182.229 GETVIDEO 43JzKfokFxI&signature 254.212.20.144 
1205778020.227578 63.22.65.73 102.15.41.207 GETVIDEO noq-TLxF55I&origin 105.136.66.109 
1205778023.292615 63.22.65.73 102.15.168.206 GETVIDEO FUUSRbtj3jU&signature 254.212.22.2 
1205778029.225236 63.22.65.94 102.15.40.234 GETVIDEO bzkYCs6EAMA&signature 63.22.67.108 
1205778029.888190 63.22.65.73 102.15.38.187 GETVIDEO gW1EDnjwk3A&origin 105.136.66.109 
1205778035.994698 63.22.65.94 102.15.146.63 GETVIDEO YVuDgXzcOiQ&signature 254.212.25.3 
1205778039.263525 63.22.65.73 35.139.131.40 GETVIDEO 1Z5FjOGz6uI&origin 105.136.66.109 
1205778040.479406 63.22.65.94 102.15.146.63 GETVIDEO YVuDgXzcOiQ&start 254.212.25.3 
1205778042.144015 63.22.65.94 140.8.53.67 GETVIDEO JGsBAgrNXaQ&origin 105.136.66.109 
1205778042.444152 63.22.65.73 35.139.132.156 GETVIDEO I0CUWPbjhNY&signature 63.36.203.184 
1205778045.027391 63.22.65.94 102.15.146.63 GETVIDEO YVuDgXzcOiQ&start 254.212.25.3 
1205778045.326706 63.22.65.94 102.15.56.120 GETVIDEO YrGMULxT3Fo&origin 105.136.66.109 
1205778047.149531 63.22.65.77 102.15.120.175 GETVIDEO F5VvvVxuKko&origin 105.136.66.109 
1205778047.474772 63.22.65.94 102.15.143.148 GETVIDEO OUKQkYVGN-8&signature 254.212.31.58 
1205778049.270656 63.22.65.94 102.15.146.63 GETVIDEO YVuDgXzcOiQ&start 254.212.25.3 
1205778050.724948 63.22.65.94 102.15.104.48 GETVIDEO mxcPgIacbEE&signature 254.212.20.9 
1205778053.384851 63.22.65.73 102.15.59.78 GETVIDEO e_sF0EXn4Gs&signature 254.212.31.52 
