1205515195.722288 63.22.65.77 102.15.252.92 GETVIDEO uWmFQN3u6Gk&origin 105.136.78.16 
1205515199.446894 63.22.65.77 102.15.226.223 GETVIDEO Ywg-PdeGVL0&origin 105.136.78.16 
1205515199.502614 63.22.65.94 205.181.178.250 GETVIDEO WfKVPM20-qY&origin 105.136.78.16 
1205515200.315157 63.22.65.73 102.15.228.241 GETVIDEO DsVd1S6g284&signature 254.212.17.42 
1205515200.999600 63.22.65.77 102.15.226.231 GETVIDEO fsrFIe0ZXTo&origin 105.136.78.16 
1205515205.863291 63.22.65.77 35.139.178.229 GETVIDEO oHg5SJYRHA0&origin 105.136.78.16 
1205515208.173912 63.22.65.94 102.15.254.244 GETVIDEO TmJ7EKkv93o&signature 254.212.17.172 
1205515209.656607 63.22.65.77 35.139.31.8 GETVIDEO jHtvY5bVUzA&signature 254.212.25.163 
1205515209.934332 63.22.65.94 35.139.178.236 GETVIDEO sSfGUxkonL8&origin 105.136.78.16 
1205515210.235897 63.22.65.94 102.15.253.100 GETVIDEO WtrmbfS_Vuc&origin 105.136.78.16 
1205515210.672142 63.22.65.77 102.15.226.231 GETVIDEO 41BdMAbH2kc&origin 105.136.78.16 
1205515213.227991 63.22.65.73 205.181.135.18 GETVIDEO GmugFOYhpuw&signature 254.212.19.145 
1205515213.736637 63.22.65.94 102.15.205.145 GETVIDEO sSQZC28Q87U&signature 63.36.203.140 
1205515215.040502 63.22.65.94 205.181.178.250 GETVIDEO XsB0Mn-_6gY&origin 105.136.78.16 
1205515216.760424 63.22.65.73 35.139.40.208 GETVIDEO c4G0d-ZCbwA&signature 63.36.203.219 
1205515217.207047 63.22.65.94 102.15.10.132 GETVIDEO w_EHF172MOc&origin 105.136.78.16 
1205515219.700768 63.22.65.73 35.139.133.186 GETVIDEO WUrJuSh0evE&origin 105.136.78.16 
1205515223.872848 63.22.65.77 205.181.189.114 GETVIDEO cCrovnNGdSg&origin 105.136.78.16 
1205515224.724040 63.22.65.73 35.139.40.208 GETVIDEO wTqsV3q7rRU&origin 105.136.78.16 
1205515228.210432 63.22.65.94 102.15.110.155 GETVIDEO oWbiLpogzCc&signature 63.36.207.120 
1205515230.474006 63.22.65.77 102.15.229.216 GETVIDEO eaRqdICOEss&signature 254.212.31.59 
1205515239.629619 63.22.65.73 35.139.40.208 GETVIDEO XHbYTm8U1v8&origin 105.136.78.16 
1205515242.173740 63.22.65.77 102.15.239.191 GETVIDEO 7jSYdQn-WgM&signature 254.212.19.68 
1205515244.228719 63.22.65.94 35.139.41.91 GETVIDEO XnvaaQRxtps&signature 254.212.19.47 
1205515245.797927 63.22.65.77 102.15.239.191 GETVIDEO 7jSYdQn-WgM&start 254.212.19.68 
1205515246.655849 63.22.65.73 35.139.31.8 GETVIDEO wRZ1cDFDNio&signature 254.212.16.79 
1205515247.909904 63.22.65.94 102.15.110.155 GETVIDEO xtfmMsP2Tls&origin 105.136.78.16 
1205515248.248032 63.22.65.73 102.15.59.196 GETVIDEO p9oI7Fd3Uec&origin 105.136.78.16 
